Host_Arrival_NS,Gateway_Ingress_NS,Latency_US
1764346319237180768,1764346319234485178,2695.59
1764346319239387237,1764346319237151826,2235.41
1764346319241499430,1764346319239100568,2398.86
1764346319243558912,1764346319241026814,2532.1
1764346319245700163,1764346319242988555,2711.61
1764346319247876373,1764346319247160003,716.37
1764346319250021016,1764346319247406221,2614.8
1764346319252132943,1764346319249587933,2545.01
1764346319254265404,1764346319251543924,2721.48
1764346319256368504,1764346319253920360,2448.14
1764346319258588163,1764346319257564379,1023.78
1764346319260621483,1764346319258120805,2500.68
1764346319262840419,1764346319260065548,2774.87
1764346319264936568,1764346319262431986,2504.58
1764346319267098895,1764346319264395226,2703.67
1764346319269198694,1764346319267148612,2050.08
1764346319271259057,1764346319268593671,2665.39
1764346319273471281,1764346319271024600,2446.68
1764346319275586611,1764346319272976592,2610.02
1764346319277707504,1764346319274954081,2753.42
1764346319279888512,1764346319277157290,2731.22
1764346319281854587,1764346319279590219,2264.37
1764346319283985214,1764346319281503716,2481.5
1764346319286187472,1764346319283491703,2695.77
1764346319288305122,1764346319287141971,1163.15
1764346319290494484,1764346319287893871,2600.61
1764346319292572754,1764346319290081332,2491.42
1764346319294718431,1764346319292051072,2667.36
1764346319296832253,1764346319294417510,2414.74
1764346319299050657,1764346319297141150,1909.51
1764346319301085295,1764346319298582959,2502.34
1764346319303275431,1764346319300501956,2773.47
1764346319305320587,1764346319302926135,2394.45
1764346319307499415,1764346319304910123,2589.29
1764346319309528903,1764346319307494782,2034.12
1764346319311794825,1764346319309039328,2755.5
1764346319313908437,1764346319311362771,2545.67
1764346319316059251,1764346319313312013,2747.24
1764346319318137409,1764346319317134258,1003.15
1764346319320328966,1764346319317655689,2673.28
1764346319322401966,1764346319320021377,2380.59
1764346319324358549,1764346319321995116,2363.43
1764346319326666589,1764346319323941359,2725.23
1764346319328883774,1764346319327136437,1747.34
1764346319330947034,1764346319328180299,2766.74
1764346319333013806,1764346319330546236,2467.57
1764346319335163825,1764346319332500728,2663.1
1764346319337268302,1764346319334923908,2344.39
1764346319339485602,1764346319337138115,2347.49
1764346319341386362,1764346319339092857,2293.51
1764346319343697252,1764346319341060347,2636.91
1764346319345825515,1764346319343454286,2371.23
1764346319347972308,1764346319347135568,836.74
1764346319350112046,1764346319347399035,2713.01
1764346319352152889,1764346319349612503,2540.39
1764346319354342618,1764346319351593502,2749.12
1764346319356485544,1764346319353910707,2574.84
1764346319358605073,1764346319357540246,1064.83
1764346319360781149,1764346319358070679,2710.47
1764346319362817969,1764346319360477123,2340.85
1764346319364971526,1764346319362423875,2547.65
1764346319367148458,1764346319364400624,2747.83
1764346319369314785,1764346319367129028,2185.76
1764346319371415637,1764346319368672082,2743.55
1764346319373518337,1764346319371014534,2503.8
1764346319375680969,1764346319372950538,2730.43
1764346319377773384,1764346319375350983,2422.4
1764346319380015481,1764346319377180250,2835.23
1764346319382519842,1764346319379532952,2986.89
1764346319384563077,1764346319381443209,3119.87
1764346319386579005,1764346319383916645,2662.36
1764346319388466575,1764346319387127237,1339.34
1764346319390659554,1764346319387881641,2777.91
1764346319392712465,1764346319390092110,2620.36
1764346319394824743,1764346319392081607,2743.14
1764346319396965096,1764346319394390314,2574.78
1764346319399132870,1764346319397124466,2008.4
1764346319401257442,1764346319398591530,2665.91
1764346319403344144,1764346319400985726,2358.42
1764346319405510107,1764346319402914231,2595.88
1764346319407645064,1764346319404864733,2780.33
1764346319409872108,1764346319407539393,2332.72
1764346319411810665,1764346319409456899,2353.77
1764346319413913088,1764346319411395903,2517.18
1764346319416290135,1764346319413368902,2921.23
1764346319418527489,1764346319417119676,1407.81
1764346319420406100,1764346319417628361,2777.74
1764346319422493321,1764346319420007309,2486.01
1764346319424612868,1764346319421977808,2635.06
1764346319426698066,1764346319424358756,2339.31
1764346319428861484,1764346319427118905,1742.58
1764346319431467387,1764346319428576720,2890.67
1764346319433113156,1764346319430559468,2553.69
1764346319435311078,1764346319432545466,2765.61
1764346319437304944,1764346319434869420,2435.52
1764346319439426209,1764346319437124384,2301.82
1764346319441555809,1764346319439073386,2482.42
1764346319443828842,1764346319441067133,2761.71
1764346319445808761,1764346319443425333,2383.43
1764346319448128984,1764346319447117864,1011.12
1764346319450236627,1764346319447628549,2608.08
1764346319452274303,1764346319449625296,2649.01
1764346319454495923,1764346319451979746,2516.18
1764346319456598942,1764346319453947246,2651.7
1764346319458770092,1764346319457507044,1263.05
1764346319460779982,1764346319458276446,2503.54
1764346319462966115,1764346319460409925,2556.19
1764346319465170277,1764346319462387424,2782.85
1764346319467172587,1764346319464797368,2375.22
1764346319469474765,1764346319467426534,2048.23
1764346319471517996,1764346319468905846,2612.15
1764346319473630444,1764346319471312040,2318.4
1764346319475790219,1764346319473252293,2537.93
1764346319477856105,1764346319475218044,2638.06
1764346319480118160,1764346319477382769,2735.39
1764346319482150533,1764346319479793712,2356.82
1764346319484218484,1764346319481741965,2476.52
1764346319486201419,1764346319483693717,2507.7
1764346319488300204,1764346319487353752,946.452
1764346319490368858,1764346319488094408,2274.45
1764346319492543582,1764346319490274381,2269.2
1764346319494625812,1764346319492182388,2443.42
1764346319496762086,1764346319494624578,2137.51
1764346319499029163,1764346319497336733,1692.43
1764346319501136998,1764346319498772801,2364.2
1764346319503325803,1764346319500746550,2579.25
1764346319505336725,1764346319503150744,2185.98
1764346319507527815,1764346319505112995,2414.82
1764346319509641091,1764346319507338962,2302.13
1764346319511717239,1764346319509248220,2469.02
1764346319513808164,1764346319511614919,2193.24
1764346319516087553,1764346319513581919,2505.63
1764346319518113255,1764346319517333692,779.563
1764346319520348729,1764346319517812632,2536.1
1764346319522487379,1764346319520267320,2220.06
1764346319524607969,1764346319522187326,2420.64
1764346319526773494,1764346319524155326,2618.17
1764346319528964854,1764346319527333922,1630.93
1764346319531032998,1764346319528753991,2279.01
1764346319533186865,1764346319530697744,2489.12
1764346319535173607,1764346319533093690,2079.92
1764346319537312231,1764346319535052941,2259.29
1764346319539472741,1764346319537338151,2134.59
1764346319541565094,1764346319539270655,2294.44
1764346319543656523,1764346319541226906,2429.62
1764346319545895021,1764346319543646349,2248.67
1764346319548096444,1764346319547333381,763.063
1764346319550144122,1764346319547612595,2531.53
1764346319552289667,1764346319549747074,2542.59
1764346319554571457,1764346319552111274,2460.18
1764346319556749962,1764346319554097771,2652.19
1764346319558822834,1764346319557328361,1494.47
1764346319560976767,1764346319558305736,2671.03
1764346319562957880,1764346319560684184,2273.7
1764346319565080782,1764346319562641685,2439.1
1764346319567276168,1764346319565070877,2205.29
1764346319569560498,1764346319567327840,2232.66
1764346319571638608,1764346319569260594,2378.01
1764346319573790305,1764346319571196848,2593.46
1764346319575890252,1764346319573584045,2306.21
1764346319577914400,1764346319577327070,587.33
1764346319580153703,1764346319577567539,2586.16
1764346319582259842,1764346319579741263,2518.58
1764346319584346487,1764346319581720261,2626.23
1764346319586398922,1764346319584115957,2282.97
1764346319588599678,1764346319587309801,1289.88
1764346319590759596,1764346319588318423,2441.17
1764346319592984427,1764346319590277924,2706.5
1764346319595008186,1764346319592589630,2418.56
1764346319597225064,1764346319594540132,2684.93
1764346319599352118,1764346319597310280,2041.84
1764346319601392974,1764346319598789343,2603.63
1764346319603543644,1764346319601180039,2363.61
1764346319605733329,1764346319603151538,2581.79
1764346319607852625,1764346319605562982,2289.64
1764346319610052838,1764346319607310510,2742.33
1764346319612133083,1764346319609687958,2445.12
1764346319614227733,1764346319611647959,2579.77
1764346319616354877,1764346319614064402,2290.47
1764346319618297708,1764346319617306490,991.218
1764346319620670081,1764346319618073142,2596.94
1764346319622796391,1764346319620247366,2549.03
1764346319624881820,1764346319622645311,2236.51
1764346319627043405,1764346319624562318,2481.09
1764346319629135686,1764346319627313968,1821.72
1764346319631231128,1764346319628786281,2444.85
1764346319633283304,1764346319630774778,2508.53
1764346319635471427,1764346319633111731,2359.7
1764346319637689486,1764346319635097729,2591.76
1764346319639808162,1764346319637318947,2489.22
1764346319641909744,1764346319639312694,2597.05
1764346319644038358,1764346319641670644,2367.71
1764346319646224066,1764346319643634894,2589.17
1764346319648346279,1764346319647320926,1025.35
1764346319650474829,1764346319647823612,2651.22
1764346319652576285,1764346319650170814,2405.47
1764346319654713699,1764346319652111567,2602.13
1764346319656865343,1764346319654533760,2331.58
1764346319659088772,1764346319657202420,1886.35
1764346319661166785,1764346319658656736,2510.05
1764346319663308096,1764346319660652982,2655.11
1764346319665387950,1764346319663050177,2337.77
1764346319667542651,1764346319664970683,2571.97
1764346319669670054,1764346319667312636,2357.42
1764346319671794479,1764346319669268387,2526.09
1764346319673913860,1764346319671644585,2269.28
1764346319675999665,1764346319673594838,2404.83
1764346319678190970,1764346319677305616,885.354
1764346319680341508,1764346319677795554,2545.95
1764346319682418060,1764346319680181001,2237.06
1764346319684539352,1764346319682141252,2398.1
1764346319686686985,1764346319684094004,2592.98
1764346319688833336,1764346319687306845,1526.49
1764346319690909618,1764346319688328466,2581.15
1764346319693039139,1764346319690691665,2347.47
1764346319695201000,1764346319692580925,2620.07
1764346319697317893,1764346319695012116,2305.78
1764346319699538686,1764346319697305825,2232.86
1764346319701578492,1764346319699199084,2379.41
1764346319703696891,1764346319701180333,2516.56
1764346319705818270,1764346319703592276,2225.99
1764346319707988936,1764346319707248562,740.374
1764346319710138557,1764346319707507279,2631.28
1764346319712244291,1764346319709689501,2554.79
1764346319714329052,1764346319712073948,2255.1
1764346319716480816,1764346319714007703,2473.11
1764346319718647897,1764346319717302784,1345.11
1764346319720805873,1764346319718293908,2511.97
1764346319722952954,1764346319720651359,2301.59
1764346319725057242,1764346319722593362,2463.88
1764346319727198624,1764346319724523617,2675.01
1764346319729352687,1764346319727293015,2059.67
1764346319731481842,1764346319728773327,2708.51
1764346319733547359,1764346319731136276,2411.08
1764346319735678893,1764346319733089028,2589.86
1764346319737685146,1764346319735492473,2192.67
1764346319739967955,1764346319737308742,2659.21
1764346319741968905,1764346319739681441,2287.46
1764346319744108133,1764346319741646191,2461.94
1764346319746257569,1764346319743686432,2571.14
1764346319748533790,1764346319747289474,1244.32
1764346319750643055,1764346319748006883,2636.17
1764346319752770411,1764346319750202104,2568.31
1764346319754917235,1764346319752176353,2740.88
1764346319756928713,1764346319754524555,2404.16
1764346319759191191,1764346319757222212,1968.98
1764346319761285217,1764346319758676527,2608.69
1764346319763382110,1764346319761089220,2292.89
1764346319765513778,1764346319763043972,2469.81
1764346319767555581,1764346319764961478,2594.1
1764346319769681732,1764346319767290932,2390.8
1764346319771762225,1764346319769250184,2512.04
1764346319773836877,1764346319771654378,2182.5
1764346319775958364,1764346319773623628,2334.74
1764346319778072627,1764346319777290912,781.715
1764346319780262868,1764346319777784849,2478.02
1764346319782463361,1764346319780166796,2296.57
1764346319784521757,1764346319782155794,2365.96
1764346319786622880,1764346319784141791,2481.09
1764346319788846704,1764346319787288392,1558.31
1764346319790865347,1764346319788744957,2120.39
1764346319793084163,1764346319790688960,2395.2
1764346319795135901,1764346319792652960,2482.94
1764346319797229666,1764346319795013160,2216.51
1764346319799463327,1764346319797286871,2176.46
1764346319801606724,1764346319799247622,2359.1
1764346319803672142,1764346319801186126,2486.02
1764346319805785751,1764346319803580322,2205.43
1764346319807966875,1764346319807249105,717.77
1764346319810094675,1764346319807733294,2361.38
1764346319812289034,1764346319809708793,2580.24
1764346319814528891,1764346319812060994,2467.9
1764346319816686927,1764346319814019245,2667.68
1764346319818856633,1764346319817284830,1571.8
