Host_Arrival_NS,Gateway_Ingress_NS,Latency_US
1764346317815882986,1764346317813450089,2432.9
1764346317818038527,1764346317815829027,2209.5
1764346317820139371,1764346317817607293,2532.08
1764346317822359611,1764346317820011727,2347.88
1764346317824338482,1764346317822001715,2336.77
1764346317826499111,1764346317823980205,2518.91
1764346317828649977,1764346317827604478,1045.5
1764346317830683571,1764346317828373377,2310.19
1764346317832881373,1764346317830524095,2357.28
1764346317835070900,1764346317832498085,2572.82
1764346317837091030,1764346317834817530,2273.5
1764346317839493365,1764346317837849881,1643.48
1764346317841518829,1764346317839322688,2196.14
1764346317843551516,1764346317841252934,2298.58
1764346317845653469,1764346317843184930,2468.54
1764346317847756745,1764346317845600612,2156.13
1764346317850017228,1764346317847433871,2583.36
1764346317852153752,1764346317849807309,2346.44
1764346317854182107,1764346317851749554,2432.55
1764346317856396750,1764346317854178735,2218.01
1764346317858542113,1764346317857819506,722.607
1764346317860623390,1764346317858096219,2527.17
1764346317862652792,1764346317860302179,2350.61
1764346317864760985,1764346317862685116,2075.87
1764346317867008690,1764346317864614113,2394.58
1764346317869126812,1764346317867749200,1377.61
1764346317871187008,1764346317868724072,2462.94
1764346317873570155,1764346317871158752,2411.4
1764346317875636791,1764346317873126743,2510.05
1764346317877673100,1764346317875101234,2571.87
1764346317879801689,1764346317877697392,2104.3
1764346317881841107,1764346317879618140,2222.97
1764346317883981691,1764346317881557635,2424.06
1764346317886231200,1764346317883978067,2253.13
1764346317888462690,1764346317887628587,834.103
1764346317890564957,1764346317887911549,2653.41
1764346317892687665,1764346317890097262,2590.4
1764346317894717185,1764346317892483698,2233.49
1764346317896788680,1764346317894438191,2350.49
1764346317899007572,1764346317897546533,1461.04
1764346317901190615,1764346317898557400,2633.22
1764346317903285736,1764346317900926588,2359.15
1764346317905447860,1764346317902885581,2562.28
1764346317907533223,1764346317905320761,2212.46
1764346317909681616,1764346317907597461,2084.16
1764346317911639247,1764346317909520208,2119.04
1764346317913760701,1764346317911479701,2281
1764346317915906078,1764346317913445192,2460.89
1764346317918070373,1764346317917591147,479.226
1764346317920349965,1764346317917854613,2495.35
1764346317922471867,1764346317919999831,2472.04
1764346317924637583,1764346317921996568,2641.01
1764346317926675734,1764346317924390753,2284.98
1764346317928746045,1764346317927484597,1261.45
1764346317930999468,1764346317928488964,2510.5
1764346317933128690,1764346317930871401,2257.29
1764346317935185191,1764346317932803147,2382.04
1764346317937402987,1764346317934778638,2624.35
1764346317939459021,1764346317937418540,2040.48
1764346317941465696,1764346317939363785,2101.91
1764346317943598599,1764346317941320777,2277.82
1764346317945919931,1764346317943303267,2616.66
1764346317948073430,1764346317947410977,662.453
1764346317950194080,1764346317947646946,2547.13
1764346317952182937,1764346317949820660,2362.28
1764346317954427693,1764346317952200347,2227.35
1764346317956537313,1764346317954164839,2372.47
1764346317958764270,1764346317957413662,1350.61
1764346317960843380,1764346317958381784,2461.6
1764346317962931122,1764346317960363774,2567.35
1764346317965013941,1764346317962735462,2278.48
1764346317967254791,1764346317964631713,2623.08
1764346317969276217,1764346317967405348,1870.87
1764346317971415473,1764346317968874905,2540.57
1764346317973509895,1764346317971220596,2289.3
1764346317975601981,1764346317973197086,2404.89
1764346317977727287,1764346317975602270,2125.02
1764346317979928193,1764346317977419031,2509.16
1764346317982004931,1764346317979806967,2197.96
1764346317984243658,1764346317981789957,2453.7
1764346317986242000,1764346317983781445,2460.55
1764346317988471388,1764346317987410968,1060.42
1764346317990661690,1764346317988106626,2555.06
1764346317992719140,1764346317990310836,2408.3
1764346317994879928,1764346317992293326,2586.6
1764346317997005294,1764346317994650766,2354.53
1764346317999165431,1764346317997398654,1766.78
1764346318001295520,1764346317998843714,2451.81
1764346318003418497,1764346318000828454,2590.04
1764346318005404563,1764346318003214640,2189.92
1764346318007681229,1764346318005144386,2536.84
1764346318009731370,1764346318007400839,2330.53
1764346318011819781,1764346318009338585,2481.2
1764346318013911229,1764346318011719522,2191.71
1764346318016214316,1764346318013695512,2518.8
1764346318018342778,1764346318017388526,954.252
1764346318020367353,1764346318017857715,2509.64
1764346318022571665,1764346318020314642,2257.02
1764346318024674242,1764346318022261886,2412.36
1764346318026803353,1764346318024235376,2567.98
1764346318028902350,1764346318027428456,1473.89
1764346318030966800,1764346318028813274,2153.53
1764346318033123416,1764346318030749020,2374.4
1764346318035213436,1764346318033142955,2070.48
1764346318037340967,1764346318035088199,2252.77
1764346318039537609,1764346318037392146,2145.46
1764346318041585638,1764346318039313894,2271.74
1764346318043740073,1764346318041278635,2461.44
1764346318045857957,1764346318043674570,2183.39
1764346318048013288,1764346318047401080,612.208
1764346318050157585,1764346318047663546,2494.04
1764346318052315368,1764346318049796765,2518.6
1764346318054459611,1764346318052182452,2277.16
1764346318056582610,1764346318054134445,2448.16
1764346318058858065,1764346318057387267,1470.8
1764346318061040896,1764346318058378887,2662.01
1764346318063134360,1764346318060759574,2374.79
1764346318065296594,1764346318062734564,2562.03
1764346318067371696,1764346318064710055,2661.64
1764346318069558733,1764346318067385953,2172.78
1764346318071652937,1764346318069308200,2344.74
1764346318073806970,1764346318071209450,2597.52
1764346318076213826,1764346318073605885,2607.94
1764346318078080634,1764346318077389888,690.746
1764346318080239211,1764346318077617608,2621.6
1764346318082341580,1764346318079783073,2558.51
1764346318084502207,1764346318081766062,2736.14
1764346318086600739,1764346318084144499,2456.24
1764346318088807699,1764346318087379824,1427.88
1764346318090826190,1764346318088361945,2464.24
1764346318093045708,1764346318090314188,2731.52
1764346318095141386,1764346318092656130,2485.26
1764346318097238696,1764346318094630371,2608.32
1764346318099413157,1764346318097363012,2050.14
1764346318101551548,1764346318098827069,2724.48
1764346318103611208,1764346318101219255,2391.95
1764346318105767637,1764346318103186996,2580.64
1764346318107890309,1764346318105605428,2284.88
1764346318110054033,1764346318107408191,2645.84
1764346318112193893,1764346318109771380,2422.51
1764346318114281082,1764346318111728873,2552.21
1764346318116493809,1764346318114097561,2396.25
1764346318118754958,1764346318117355883,1399.08
1764346318120711389,1764346318118128531,2582.86
1764346318122739119,1764346318120255002,2484.12
1764346318124862137,1764346318122681683,2180.45
1764346318126989320,1764346318124628177,2361.14
1764346318129157482,1764346318127360068,1797.41
1764346318131229597,1764346318128828625,2400.97
1764346318133268386,1764346318130804615,2463.77
1764346318135499926,1764346318133146807,2353.12
1764346318137746121,1764346318135101550,2644.57
1764346318139793049,1764346318137395998,2397.05
1764346318141923146,1764346318139335993,2587.15
1764346318144166426,1764346318141728429,2438
1764346318146342109,1764346318143697420,2644.69
1764346318148505311,1764346318147364937,1140.37
1764346318150650553,1764346318147858872,2791.68
1764346318152743942,1764346318150259807,2484.14
1764346318155092667,1764346318152196302,2896.36
1764346318157032926,1764346318154617484,2415.44
1764346318159190491,1764346318157352374,1838.12
1764346318161259640,1764346318158807683,2451.96
1764346318163423634,1764346318160754927,2668.71
1764346318165537057,1764346318163176859,2360.2
1764346318167644165,1764346318165121103,2523.06
1764346318169845678,1764346318167364558,2481.12
1764346318171973448,1764346318169303303,2670.14
1764346318174015401,1764346318171687740,2327.66
1764346318176187575,1764346318173595239,2592.34
1764346318178285446,1764346318177361744,923.702
1764346318180493826,1764346318177856928,2636.9
1764346318182670620,1764346318179844917,2825.7
1764346318184824715,1764346318182199857,2624.86
1764346318186817819,1764346318184184597,2633.22
1764346318188888221,1764346318187362429,1525.79
1764346318191080483,1764346318188399042,2681.44
1764346318193237519,1764346318190725986,2511.53
1764346318195382752,1764346318192676980,2705.77
1764346318197519856,1764346318195096162,2423.69
1764346318199567168,1764346318197362114,2205.05
1764346318201572977,1764346318199274862,2298.11
1764346318203758226,1764346318201219857,2538.37
1764346318205861665,1764346318203646038,2215.63
1764346318208037043,1764346318207355800,681.243
1764346318210171703,1764346318207605517,2566.19
1764346318212270952,1764346318209769983,2500.97
1764346318214457846,1764346318211785968,2671.88
1764346318216520199,1764346318214118161,2402.04
1764346318218678057,1764346318217356485,1321.57
1764346318220733033,1764346318218355854,2377.18
1764346318222831185,1764346318220726542,2104.64
1764346318224939419,1764346318222674036,2265.38
1764346318227098524,1764346318224650776,2447.75
1764346318229462023,1764346318227354671,2107.35
1764346318231563976,1764346318228846724,2717.25
1764346318233681539,1764346318231220662,2460.88
1764346318235693210,1764346318233147909,2545.3
1764346318237894151,1764346318235540594,2353.56
1764346318240142761,1764346318237356356,2786.41
1764346318242182493,1764346318239770288,2412.2
1764346318244389628,1764346318241725031,2664.6
1764346318246358124,1764346318244140214,2217.91
1764346318248674499,1764346318247342043,1332.46
1764346318250790783,1764346318248076446,2714.34
1764346318252905936,1764346318250297904,2608.03
1764346318254964962,1764346318252687590,2277.37
1764346318257162538,1764346318254593339,2569.2
1764346318259326746,1764346318257339478,1987.27
1764346318261470273,1764346318258802036,2668.24
1764346318263388550,1764346318261214719,2173.83
1764346318265694410,1764346318263167462,2526.95
1764346318267858886,1764346318265133454,2725.43
1764346318269963185,1764346318267364660,2598.53
1764346318272096576,1764346318269356148,2740.43
1764346318274219132,1764346318271696841,2522.29
1764346318276349819,1764346318273671581,2678.24
1764346318278541434,1764346318277782541,758.893
1764346318280672455,1764346318278072502,2599.95
1764346318282755075,1764346318280182225,2572.85
1764346318284778805,1764346318282140218,2638.59
1764346318287000925,1764346318284566149,2434.78
1764346318289108445,1764346318287343783,1764.66
1764346318291126840,1764346318288776345,2350.49
1764346318293408166,1764346318290752585,2655.58
1764346318295500170,1764346318293157269,2342.9
1764346318297650813,1764346318295103013,2547.8
1764346318299816500,1764346318297344969,2471.53
1764346318301922576,1764346318299299962,2622.61
1764346318303942010,1764346318301648653,2293.36
1764346318306131606,1764346318303598146,2533.46
1764346318308147306,1764346318307361652,785.654
1764346318310261503,1764346318307838089,2423.41
1764346318312579161,1764346318309822828,2756.33
1764346318314639038,1764346318312190517,2448.52
1764346318316772375,1764346318314137511,2634.86
1764346318318900606,1764346318317335590,1565.02
1764346318321002000,1764346318318333209,2668.79
1764346318323115561,1764346318320715396,2400.16
1764346318325082881,1764346318322655391,2427.49
1764346318327224523,1764346318324669876,2554.65
1764346318329606581,1764346318327763469,1843.11
1764346318331610084,1764346318329208279,2401.8
1764346318333737121,1764346318331172021,2565.1
1764346318335722248,1764346318333543459,2178.79
1764346318337873772,1764346318337341460,532.312
1764346318340010685,1764346318337596676,2414.01
1764346318342254537,1764346318339734395,2520.14
1764346318344412336,1764346318341711885,2700.45
1764346318346610330,1764346318344114068,2496.26
1764346318348753384,1764346318347332893,1420.49
1764346318350809695,1764346318348115540,2694.16
1764346318352831598,1764346318350250258,2581.34
1764346318354805568,1764346318352656690,2148.88
1764346318357132895,1764346318354606182,2526.71
1764346318359314633,1764346318357328322,1986.31
1764346318361522354,1764346318358786130,2736.22
1764346318363542202,1764346318361147068,2395.13
1764346318365583727,1764346318363107559,2476.17
1764346318367717483,1764346318365531988,2185.49
1764346318369971454,1764346318367346249,2625.2
1764346318372121280,1764346318369734933,2386.35
1764346318374249321,1764346318371695174,2554.15
1764346318376284041,1764346318373671413,2612.63
1764346318378524463,1764346318377717129,807.334
1764346318380710120,1764346318377986093,2724.03
1764346318382703987,1764346318380113062,2590.93
1764346318384925961,1764346318382541741,2384.22
1764346318387072965,1764346318384494233,2578.73
1764346318389246435,1764346318387310611,1935.82
1764346318391297609,1764346318388764669,2532.94
1764346318393314555,1764346318390726660,2587.89
1764346318395558609,1764346318393151839,2406.77
1764346318397708711,1764346318395111580,2597.13
1764346318399866259,1764346318397329037,2537.22
1764346318401952656,1764346318399247534,2705.12
1764346318404022779,1764346318401662215,2360.56
1764346318406110269,1764346318403636204,2474.07
1764346318408301424,1764346318407307219,994.205
1764346318410413470,1764346318407825900,2587.57
1764346318412531613,1764346318410216834,2314.78
1764346318414550568,1764346318412165827,2384.74
1764346318416660618,1764346318414145815,2514.8
1764346318418908131,1764346318417309647,1598.48
1764346318420882726,1764346318418747707,2135.02
1764346318422985899,1764346318420683952,2301.95
1764346318425137211,1764346318422661690,2475.52
1764346318427282403,1764346318425055124,2227.28
1764346318429397470,1764346318427729521,1667.95
1764346318431455835,1764346318429195577,2260.26
1764346318433586529,1764346318431171566,2414.96
1764346318435771774,1764346318433536003,2235.77
1764346318438054399,1764346318437305255,749.144
1764346318440169271,1764346318437567471,2601.8
1764346318442249009,1764346318439721686,2527.32
1764346318444492483,1764346318442107371,2385.11
1764346318446664509,1764346318444078860,2585.65
1764346318448789243,1764346318447305184,1484.06
1764346318450919251,1764346318448301053,2618.2
1764346318452935254,1764346318450700486,2234.77
1764346318455153744,1764346318452644729,2509.01
1764346318457183329,1764346318454603720,2579.61
1764346318459532673,1764346318457302863,2229.81
1764346318461419518,1764346318459226359,2193.16
1764346318463653326,1764346318461167603,2485.72
1764346318465782412,1764346318463116345,2666.07
1764346318467949743,1764346318465550773,2398.97
1764346318470104192,1764346318467389531,2714.66
1764346318472083031,1764346318469717973,2365.06
1764346318474150990,1764346318471681963,2469.03
1764346318476470642,1764346318474099644,2371
1764346318478570922,1764346318477694669,876.253
1764346318480768609,1764346318478037624,2730.99
1764346318482888767,1764346318480172092,2716.68
1764346318484984279,1764346318482542528,2441.75
1764346318487138269,1764346318484500520,2637.75
1764346318489251813,1764346318487294401,1957.41
1764346318491373072,1764346318488747209,2625.86
1764346318493506391,1764346318491161140,2345.25
1764346318495652087,1764346318493108382,2543.7
1764346318497814089,1764346318495094870,2719.22
1764346318499976316,1764346318497355571,2620.74
1764346318502026641,1764346318499716509,2310.13
1764346318504177370,1764346318501637006,2540.36
1764346318506318458,1764346318503593997,2724.46
1764346318508465292,1764346318507684457,780.835
1764346318510608015,1764346318507975918,2632.1
1764346318512697715,1764346318510143882,2553.83
1764346318514849269,1764346318512127370,2721.9
1764346318516959040,1764346318514507555,2451.49
1764346318519148490,1764346318517616644,1531.85
1764346318521248137,1764346318518616762,2631.38
1764346318523343241,1764346318521019445,2323.8
1764346318525486173,1764346318522966937,2519.24
1764346318527631679,1764346318524917430,2714.25
1764346318529850383,1764346318527567330,2283.05
1764346318531832618,1764346318529528820,2303.8
1764346318534008653,1764346318531475813,2532.84
1764346318536118442,1764346318533425306,2693.14
1764346318538275307,1764346318537551010,724.297
1764346318540395709,1764346318537819225,2576.48
1764346318542502028,1764346318539979690,2522.34
1764346318544676899,1764346318541941430,2735.47
1764346318546732089,1764346318544386857,2345.23
1764346318548929702,1764346318547488447,1441.26
1764346318551016221,1764346318548310339,2705.88
1764346318553188165,1764346318550474053,2714.11
1764346318555306065,1764346318552854488,2451.58
1764346318557478550,1764346318554837976,2640.57
1764346318559638864,1764346318557476628,2162.24
1764346318561711346,1764346318558990428,2720.92
1764346318563816808,1764346318561388611,2428.2
1764346318565989361,1764346318563357851,2631.51
1764346318568047287,1764346318565742786,2304.5
1764346318570289728,1764346318567518551,2771.18
1764346318572330138,1764346318569887988,2442.15
1764346318574505115,1764346318571817733,2687.38
1764346318576650646,1764346318574215916,2434.73
1764346318578819128,1764346318577476735,1342.39
1764346318580881338,1764346318578224886,2656.45
1764346318583006056,1764346318580415847,2590.21
1764346318585132813,1764346318582429331,2703.48
1764346318587259854,1764346318584772771,2487.08
1764346318589406629,1764346318587476664,1929.96
1764346318591288045,1764346318588929222,2358.82
1764346318593663761,1764346318590939457,2724.3
1764346318595761627,1764346318593279647,2481.98
1764346318597859189,1764346318595221641,2637.55
1764346318600071374,1764346318597471843,2599.53
1764346318602177452,1764346318599452832,2724.62
1764346318604145350,1764346318601849015,2296.34
1764346318606232345,1764346318603820755,2411.59
1764346318608578287,1764346318607470022,1108.27
1764346318610731671,1764346318607985204,2746.47
1764346318612740607,1764346318610388137,2352.47
1764346318614856594,1764346318612305134,2551.46
1764346318617031003,1764346318614711816,2319.19
1764346318619249828,1764346318617466702,1783.13
1764346318621305326,1764346318618901762,2403.56
1764346318623314544,1764346318620878001,2436.54
1764346318625606411,1764346318622872987,2733.42
1764346318627705435,1764346318625236175,2469.26
1764346318629867403,1764346318627398889,2468.51
1764346318632000803,1764346318629373128,2627.68
1764346318634017280,1764346318631756064,2261.22
1764346318636217432,1764346318633706056,2511.38
1764346318638422410,1764346318637462810,959.6
1764346318640523248,1764346318637990740,2532.51
1764346318642491313,1764346318639944482,2546.83
1764346318644586489,1764346318642328667,2257.82
1764346318646729582,1764346318644284908,2444.67
1764346318648845072,1764346318647464238,1380.83
1764346318650982396,1764346318648446858,2535.54
1764346318653079515,1764346318650837542,2241.97
1764346318655231010,1764346318652780786,2450.22
1764346318657353849,1764346318655178969,2174.88
1764346318659555005,1764346318657453418,2101.59
1764346318661631432,1764346318659393412,2238.02
1764346318663745180,1764346318661383399,2361.78
1764346318665899596,1764346318663327642,2571.95
1764346318668042029,1764346318667460596,581.433
1764346318670322760,1764346318667733560,2589.2
1764346318672250701,1764346318669897524,2353.18
1764346318674460429,1764346318671841267,2619.16
1764346318676548084,1764346318674285444,2262.64
1764346318678756809,1764346318677418281,1338.53
1764346318680923892,1764346318678427647,2496.24
1764346318682983588,1764346318680399887,2583.7
1764346318685169280,1764346318682774823,2394.46
1764346318687368191,1764346318684762810,2605.38
1764346318689365119,1764346318687458204,1906.91
1764346318691428965,1764346318688936259,2492.71
1764346318693710948,1764346318691375686,2335.26
1764346318695761727,1764346318693333678,2428.05
1764346318698014472,1764346318695717863,2296.61
1764346318700237572,1764346318697465132,2772.44
1764346318702254325,1764346318699877313,2377.01
1764346318704403706,1764346318701851802,2551.9
1764346318706585630,1764346318703841789,2743.84
1764346318708709337,1764346318707453312,1256.03
1764346318710828675,1764346318708221211,2607.46
1764346318712959577,1764346318710408672,2550.91
1764346318715091837,1764346318712778858,2312.98
1764346318717221856,1764346318714707854,2514
1764346318719456906,1764346318717448492,2008.41
1764346318721449585,1764346318718913798,2535.79
1764346318723556695,1764346318721338478,2218.22
1764346318725745269,1764346318723286220,2459.05
1764346318727835489,1764346318725210966,2624.52
1764346318730067104,1764346318727401676,2665.43
1764346318732075914,1764346318729798610,2277.3
1764346318734228860,1764346318731712357,2516.5
1764346318736391582,1764346318734111040,2280.54
1764346318738595325,1764346318737447099,1148.23
1764346318740763880,1764346318738022023,2741.86
1764346318742884191,1764346318740341967,2542.22
1764346318744936458,1764346318742298458,2638
1764346318747104285,1764346318744715889,2388.4
1764346318749325682,1764346318747446028,1879.65
1764346318751372993,1764346318748903835,2469.16
1764346318753531090,1764346318750858327,2672.76
1764346318755618583,1764346318753222015,2396.57
1764346318757799740,1764346318755162759,2636.98
1764346318759966102,1764346318757446457,2519.64
1764346318762058673,1764346318759396449,2662.22
1764346318764123970,1764346318761801631,2322.34
1764346318766291524,1764346318763751124,2540.4
1764346318768501494,1764346318767441636,1059.86
1764346318770647430,1764346318767967067,2680.36
1764346318772761814,1764346318770375249,2386.57
1764346318774808481,1764346318772277997,2530.48
1764346318776996629,1764346318774667181,2329.45
1764346318779198143,1764346318777361076,1837.07
1764346318781243660,1764346318778791637,2452.02
1764346318783385133,1764346318780764876,2620.26
1764346318785484987,1764346318783185306,2299.68
1764346318787677378,1764346318785092804,2584.57
1764346318789782939,1764346318787440244,2342.7
1764346318791824678,1764346318789372988,2451.69
1764346318793971089,1764346318791335229,2635.86
1764346318796020983,1764346318793693418,2327.57
1764346318798179578,1764346318797435673,743.905
1764346318800242066,1764346318797708637,2533.43
1764346318802461498,1764346318799850604,2610.89
1764346318804838841,1764346318802293031,2545.81
1764346318806812153,1764346318804280019,2532.13
1764346318809038043,1764346318807435102,1602.94
1764346318811012181,1764346318808446468,2565.71
1764346318813221142,1764346318810849901,2371.24
1764346318815367901,1764346318812762398,2605.5
1764346318817492641,1764346318814754385,2738.26
1764346318819636912,1764346318817431781,2205.13
1764346318821710599,1764346318819379024,2331.57
1764346318823775224,1764346318821322517,2452.71
1764346318825837092,1764346318823301256,2535.84
1764346318827941768,1764346318827372718,569.05
1764346318830120248,1764346318827639932,2480.32
1764346318832294884,1764346318829805146,2489.74
1764346318834471801,1764346318831780635,2691.17
1764346318836404849,1764346318834160571,2244.28
1764346318838720301,1764346318837668607,1051.69
1764346318840785294,1764346318838167292,2618
1764346318842950333,1764346318840581473,2368.86
1764346318845565186,1764346318842552712,3012.47
1764346318847062761,1764346318844919649,2143.11
1764346318849406758,1764346318847590297,1816.46
1764346318851491478,1764346318849042105,2449.37
1764346318853621915,1764346318851010595,2611.32
1764346318855771721,1764346318853423026,2348.7
1764346318857857846,1764346318855374518,2483.33
1764346318860069099,1764346318857491738,2577.36
1764346318862196746,1764346318859455729,2741.02
1764346318864314609,1764346318861801419,2513.19
1764346318866469949,1764346318863773658,2696.29
1764346318868360929,1764346318867428175,932.754
1764346318870710746,1764346318867966104,2744.64
1764346318872773132,1764346318870364537,2408.59
1764346318874940018,1764346318872296282,2643.74
1764346318876944533,1764346318874634723,2309.81
1764346318879275183,1764346318877331367,1943.82
1764346318881343465,1764346318878785675,2557.79
1764346318883500800,1764346318880763913,2736.89
1764346318885481669,1764346318883144599,2337.07
1764346318887736396,1764346318885074094,2662.3
1764346318889774160,1764346318887279553,2494.61
1764346318891942272,1764346318889635741,2306.53
1764346318894044839,1764346318891565986,2478.85
1764346318896206052,1764346318893525977,2680.07
1764346318898365416,1764346318897218989,1146.43
1764346318900518719,1764346318897783665,2735.05
1764346318902483864,1764346318900143853,2340.01
1764346318904733755,1764346318902118342,2615.41
1764346318906884545,1764346318904483779,2400.77
1764346318909129721,1764346318907214419,1915.3
1764346318911125557,1764346318908683725,2441.83
1764346318913288833,1764346318910624718,2664.11
1764346318915385551,1764346318913009153,2376.4
1764346318917544284,1764346318914983892,2560.39
1764346318919672520,1764346318917215347,2457.17
1764346318921752036,1764346318919194586,2557.45
1764346318923795466,1764346318921605517,2189.95
1764346318926034678,1764346318923551010,2483.67
1764346318928221577,1764346318927211777,1009.8
1764346318930342302,1764346318927739707,2602.59
1764346318932460761,1764346318930111643,2349.12
1764346318934610147,1764346318932055137,2555.01
1764346318936717810,1764346318934027376,2690.43
1764346318938782869,1764346318937208456,1574.41
1764346318940794982,1764346318938660264,2134.72
1764346318942915449,1764346318940599258,2316.19
1764346318945254832,1764346318942580996,2673.84
1764346318947353836,1764346318944992427,2361.41
1764346318949553099,1764346318947224382,2328.72
1764346318951646562,1764346318949157627,2488.93
1764346318953718975,1764346318951113619,2605.36
1764346318955824637,1764346318953519051,2305.59
1764346318958017096,1764346318957203814,813.282
1764346318960152558,1764346318957488526,2664.03
1764346318962296057,1764346318959683486,2612.57
1764346318964389130,1764346318962087669,2301.46
1764346318966555033,1764346318964040411,2514.62
1764346318968624491,1764346318967201493,1423
1764346318970780647,1764346318968204360,2576.29
1764346318972803354,1764346318970547551,2255.8
1764346318975002812,1764346318972498793,2504.02
1764346318977194898,1764346318974489530,2705.37
1764346318979208289,1764346318977199422,2008.87
1764346318981474876,1764346318979146415,2328.46
1764346318983598522,1764346318981090408,2508.11
1764346318985697997,1764346318983074896,2623.1
1764346318987804192,1764346318985466080,2338.11
1764346318990013697,1764346318987297838,2715.86
1764346318992117315,1764346318989624780,2492.53
1764346318994285458,1764346318991556775,2728.68
1764346318996340040,1764346318993985454,2354.59
1764346318998567150,1764346318997192280,1374.87
1764346319000495603,1764346318997957179,2538.42
1764346319002785896,1764346319000129892,2656
1764346319004822450,1764346319002549823,2272.63
1764346319007036686,1764346319004473068,2563.62
1764346319009212490,1764346319007196459,2016.03
1764346319011288764,1764346319008659765,2629
1764346319013415961,1764346319011072446,2343.51
1764346319015562578,1764346319013009940,2552.64
1764346319017694135,1764346319014982930,2711.2
1764346319019880440,1764346319017220134,2660.31
1764346319021951887,1764346319019621067,2330.82
1764346319024084794,1764346319021571809,2512.99
1764346319026218350,1764346319023544799,2673.55
1764346319028360455,1764346319027192817,1167.64
1764346319030503762,1764346319027753492,2750.27
1764346319032584769,1764346319030085684,2499.09
1764346319034710894,1764346319032034927,2675.97
1764346319036820915,1764346319034471855,2349.06
1764346319038891491,1764346319037187496,1703.99
1764346319041090132,1764346319038632055,2458.08
1764346319043244072,1764346319040622292,2621.78
1764346319045339604,1764346319043013976,2325.63
1764346319047501964,1764346319044937972,2563.99
1764346319049649329,1764346319047193424,2455.91
1764346319051739951,1764346319049100922,2639.03
1764346319053857511,1764346319051485607,2371.9
1764346319055973953,1764346319053445598,2528.36
1764346319058134853,1764346319057186604,948.249
1764346319060324711,1764346319057695036,2629.68
1764346319062421323,1764346319060086970,2334.35
1764346319064575673,1764346319062050961,2524.71
1764346319066744428,1764346319063974457,2769.97
1764346319068772995,1764346319067175784,1597.21
1764346319071026596,1764346319068217146,2809.45
1764346319073088354,1764346319070588333,2500.02
1764346319075253937,1764346319072500080,2753.86
1764346319077330496,1764346319074922760,2407.74
1764346319083815908,1764346319077182962,6632.95
1764346319083875337,1764346319079117206,4758.13
1764346319083887623,1764346319081061199,2826.42
1764346319085739419,1764346319083495378,2244.04
1764346319087923132,1764346319087177891,745.241
1764346319090190980,1764346319087439856,2751.12
1764346319092223375,1764346319089620068,2603.31
1764346319094374804,1764346319092042998,2331.81
1764346319096458251,1764346319094006989,2451.26
1764346319098682624,1764346319097177320,1505.3
1764346319100832683,1764346319098176188,2656.49
1764346319102948868,1764346319100571621,2377.25
1764346319105074418,1764346319102520614,2553.8
1764346319107124087,1764346319104467607,2656.48
1764346319109400369,1764346319107173999,2226.37
1764346319111429434,1764346319109110993,2318.44
1764346319113550927,1764346319111027990,2522.94
1764346319115698529,1764346319112971483,2727.05
1764346319117846337,1764346319115369416,2476.92
1764346319120008973,1764346319117229920,2779.05
1764346319122102762,1764346319119596858,2505.9
1764346319124281047,1764346319121567847,2713.2
1764346319126324987,1764346319123978779,2346.21
1764346319128551540,1764346319127170607,1380.93
1764346319130614436,1764346319127932006,2682.43
1764346319132784541,1764346319130102970,2681.57
1764346319134828865,1764346319132490904,2337.96
1764346319137030045,1764346319134447895,2582.15
1764346319139187302,1764346319137170536,2016.77
1764346319141308900,1764346319138656339,2652.56
1764346319143406480,1764346319141077770,2328.71
1764346319145523049,1764346319143016263,2506.79
1764346319147687270,1764346319144982754,2704.52
1764346319149872398,1764346319147213959,2658.44
1764346319151928700,1764346319149591395,2337.3
1764346319154080256,1764346319151522140,2558.12
1764346319156208430,1764346319153486630,2721.8
1764346319158347362,1764346319157165144,1182.22
1764346319160500173,1764346319157907796,2592.38
1764346319162519376,1764346319160047763,2471.61
1764346319164678029,1764346319162035251,2642.78
1764346319166781964,1764346319164432434,2349.53
1764346319168984324,1764346319167162323,1822
1764346319171020501,1764346319168625630,2394.87
1764346319173180691,1764346319170588370,2592.32
1764346319175290729,1764346319172977055,2313.67
1764346319177535013,1764346319174932296,2602.72
1764346319179799960,1764346319177160752,2639.21
1764346319181848312,1764346319179095746,2752.57
1764346319183819364,1764346319181513677,2305.69
1764346319186065270,1764346319183480417,2584.85
1764346319188103258,1764346319187162181,941.077
1764346319190235285,1764346319187662115,2573.17
1764346319192257052,1764346319190083045,2174.01
1764346319194592421,1764346319192011040,2581.38
1764346319196734538,1764346319194002027,2732.51
1764346319198917056,1764346319197157610,1759.45
1764346319200990909,1764346319198619417,2371.49
1764346319203115314,1764346319200562910,2552.4
1764346319205234753,1764346319202521651,2713.1
1764346319207381247,1764346319204945831,2435.42
1764346319209595544,1764346319207590732,2004.81
1764346319211668913,1764346319209067286,2601.63
1764346319213813964,1764346319211040776,2773.19
1764346319215910099,1764346319213428710,2481.39
1764346319218056866,1764346319217171966,884.9
1764346319220075906,1764346319217424182,2651.72
1764346319222310333,1764346319219641889,2668.44
1764346319224364097,1764346319222071818,2292.28
1764346319226516737,1764346319223999813,2516.92
1764346319228739758,1764346319227153147,1586.61
1764346319230844452,1764346319228179011,2665.44
1764346319232942410,1764346319230573195,2369.22
1764346319235036637,1764346319232523937,2512.7
