Marked,Time,Serial Bus,ID,Type,DLC,Data,CRC,Errors
,-423.4ms,Serial1,30C,Data,8,80 00 00 00 00 00 03 81,7A2C,
,-422.6ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-420.0ms,Serial1,000C7F28,Data,8,40 02 41 02 40 02 00 00,3201,
,-416.3ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,-414.8ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-414.7ms,Serial1,00000000,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-414.5ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-414.2ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0D C5,56C2,
,-412.8ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,,
,-412.8ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-410.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-407.1ms,Serial1,18FF28F4,Data,8,00 01 05 D3 0C 80 60 00,7410,
,-405.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-402.6ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-400.0ms,Serial1,000C7F28,Data,8,40 02 41 02 40 02 00 00,3201,
,-397.1ms,Serial1,18FFEFF4,Data,8,00 07 E8 96 00 00 00 00,68CD,
,-396.4ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,-395.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-394.8ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-394.4ms,Serial1,000C7EA8,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-394.2ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0E C6,5403,
,-393.7ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,-393.4ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-390.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-385.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-382.6ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-380.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-376.4ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,-376.1ms,Serial1,10FFD438,Data,8,02 02 02 02 02 02 02 00,67FE,
,-375.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-374.5ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-374.4ms,Serial1,000C7EA8,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-374.2ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0F C7,55BC,
,-373.7ms,Serial1,000C7F94,Data,8,00 56 00 00 00 00 2B 34,4147,
,-373.4ms,Serial1,000C7F14,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-370.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-365.2ms,Serial1,10FF38D4,Data,8,02 02 02 02 02 02,,
,-365.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-363.4ms,Serial1,18FFF5D4,Data,8,00 FF 00 00 FF FF FF 00,025A,
,-362.6ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-360.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-356.3ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,-354.8ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-354.7ms,Serial1,00000000,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-354.5ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-354.2ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 00 B8,5905,
,-352.8ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,-352.8ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-350.8ms,Serial1,1801D08F,Data,8,00 8B 00 5C 43 00 00 56,4C24,
,-350.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-345.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-342.6ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-342.3ms,Serial1,1CFFD4F5,Data,8,00 5A 00 00 00 00 00 00,09DD,
,-341.6ms,Serial1,18FFD0EF,Data,8,00 00 00 00 00 00 00 00,1309,
,-340.6ms,Serial1,18FF95EF,Data,8,00 00 00 00 00 00 00 00,64F8,
,-340.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-339.6ms,Serial1,10FF38EF,Data,8,00 02 00 00 00 00 00 00,5531,
,-336.3ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,-334.8ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-334.7ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-334.5ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-334.2ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 01 B9,58BA,
,-333.1ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,-332.7ms,Serial1,000C7F14,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-330.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-325.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-324.0ms,Serial1,18FF28D0,Data,8,06 00 00 00 00 00 00 00,1DB2,
,-323.2ms,Serial1,30C,Data,8,80 00 00 00 00 00 04 78,,
,-322.6ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-320.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-316.3ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,-314.8ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-314.7ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-314.5ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-314.2ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 02 BA,5A7B,
,-313.1ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,-312.8ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-310.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-307.1ms,Serial1,18FFE5F4,Data,8,16 00 00 00 00 00 00 00,49D5,
,-306.8ms,Serial1,18FF28F4,Data,8,00 01 05 D3 0C 86 60 00,1AC3,
,-305.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-302.6ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-300.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-297.1ms,Serial1,18FFEFF4,Data,8,00 07 E8 96 00 00 00 00,68CD,
,-296.3ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,-294.8ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-294.7ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-294.5ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-294.2ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 03 BB,5BC4,
,-292.8ms,Serial1,000C7F94,Data,8,00 56 00 00 00 00 2B 34,4147,
,-292.8ms,Serial1,000C7F14,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-290.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-285.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-282.6ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-280.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-276.2ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,-274.8ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-274.7ms,Serial1,00000000,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-274.5ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-274.2ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 04 BC,5FF9,
,-273.7ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,-273.4ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-270.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-265.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-264.6ms,Serial1,1CFF50D4,Data,8,00 55 45 14 0B 1C 00 00,408E,
,-262.6ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-262.4ms,Serial1,18FFF5D4,Data,8,00 FF 00 00 FF FF FF 00,025A,
,-260.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-256.3ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,-254.8ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-254.7ms,Serial1,00000000,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-254.5ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-254.2ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 05 BD,5E46,
,-253.0ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,-252.8ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-250.8ms,Serial1,1801D08F,Data,8,00 8B 00 5C 43 00 00 56,4C24,
,-250.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-245.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-242.6ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-241.4ms,Serial1,1CFFD4F5,Data,8,00 5A 00 00 00 00 00 00,09DD,
,-241.4ms,Serial1,18FF28EF,Data,8,30 00 00 00 00 00 00 00,4B36,
,-240.6ms,Serial1,000C7F8F,Data,8,08 00 00 00 00 00 00 00,4AA6,
,-240.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-236.0ms,Serial1,18FF9528,Data,8,00 B3 B4 00 00 03 00,70D8,
,-234.8ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-234.7ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-234.5ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-234.2ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 06 BE,5C87,
,-233.0ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,-232.8ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-230.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-225.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-223.4ms,Serial1,30C,Data,8,80 00 00 00 00 00 05 34,2036,
,-222.6ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-220.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-216.3ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,-214.8ms,Serial1,000C7FF7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-214.5ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-214.2ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-214.2ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 07 BF,5D38,
,-213.1ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,-212.8ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-210.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-207.1ms,Serial1,18FF28F4,Data,8,00 01 05 D3 0C 86 60 00,1AC3,
,-206.8ms,Serial1,10FFD4F4,Data,8,00 60 05 D3 00 00 00 00,55AC,
,-205.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-202.6ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-200.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-197.1ms,Serial1,18FFEFF4,Data,8,00 07 E8 96 00 00 00 00,68CD,
,-196.0ms,Serial1,18FF9528,Data,8,00 B3 B4 00 00 03 00,70D8,
,-194.8ms,Serial1,000C7FF7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-194.5ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-194.2ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-194.2ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 08 C0,5181,
,-193.1ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,-192.8ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-190.0ms,Serial1,000C7F28,Data,8,40 02 41 02 40 02 00 00,3201,
,-185.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-182.6ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-180.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-175.9ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,-175.6ms,Serial1,10FFD438,Data,8,02 02 02 02 02 02 02,67FE,
,-174.8ms,Serial1,000C7FF7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-174.5ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-174.2ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-174.2ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 09 C1,503E,
,-173.1ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,-172.7ms,Serial1,000C7F14,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-170.0ms,Serial1,000C7F28,Data,8,40 02 41 02 40 02 00 00,3201,
,-165.5ms,Serial1,10FFF4D4,Data,8,02 02 00 00 00 00 00 00,1E40,
,-165.0ms,Serial1,000C7FF7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-163.5ms,Serial1,10FF38D4,Data,8,02 02 02 02 02 02 02 43,39AD,
,-162.6ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-161.5ms,Serial1,18FFF5D4,Data,8,00 FF 00 00 FF FF FF 00,025A,
,-160.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-156.0ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,-154.8ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-154.5ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-154.2ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-154.2ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0A C2,52FF,
,-153.1ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,-152.8ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-150.8ms,Serial1,1801D08F,Data,8,00 8B 00 5C 43 00 00 56,4C24,
,-150.0ms,Serial1,000C7F28,Data,8,40 02 41 02 40 02 00 00,3201,
,-145.0ms,Serial1,000C7FF7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-142.7ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-141.1ms,Serial1,000E7FEA,Data,8,00 5A 00 00 00 00 00 00,09DD,
,-140.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-136.1ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,-134.8ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-134.5ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-134.2ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-134.2ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0B C3,5340,
,-133.1ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,-132.8ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-130.0ms,Serial1,000C7F28,Data,8,40 02 41 02 40 02 00 00,3201,
,-125.0ms,Serial1,000C7FF7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-123.6ms,Serial1,18FF28D0,Data,8,06 00 00 00 00 00 00 00,1DB2,
,-123.3ms,Serial1,30C,Data,8,80 00 00 00 00 00 06 E0,0D4B,
,-122.7ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-120.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-116.1ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,-114.8ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-114.5ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-114.2ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-114.2ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0C C4,577D,
,-113.1ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,-112.7ms,Serial1,000C7F14,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-110.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-106.8ms,Serial1,18FFE5F4,Data,8,16 00 00 00 00 00 00 00,49D5,
,-106.8ms,Serial1,18FF28F4,Data,8,00 01 05 D3 0C 86 60 00,1AC3,
,-105.0ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-102.7ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-100.0ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-97.06ms,Serial1,18FFEFF4,Data,8,00 07 E8 96 00 00 00 00,68CD,
,-96.03ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,-95.04ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-94.46ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-94.18ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-94.16ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0D C5,56C2,
,-92.82ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,,
,-92.77ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-90.02ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-85.04ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-82.66ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-80.02ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-76.05ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,-74.75ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-74.46ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-74.18ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-74.16ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0E C6,5403,
,-73.09ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,-72.70ms,Serial1,000C7F14,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-70.02ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-65.04ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-64.61ms,Serial1,18FFF5D4,Data,8,00 FF 00 00 FF FF FF 00,025A,
,-62.58ms,Serial1,000C7FD3,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-60.02ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-56.03ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,-55.04ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-54.46ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-54.18ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-54.16ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0F C7,55BC,
,-53.09ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
