Marked,Time,Serial Bus,ID,Type,DLC,Data,CRC,Errors
,-3.002ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-72.00us,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,235.2us,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,524.8us,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,883.2us,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,1.978ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,2.267ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,2.550ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,2.838ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0C C4,577D,
,6.989ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,11.98ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,13.48ms,Serial1,18FF28D0,Data,8,06 00 00 00 00 00 00 00,1DB2,
,16.99ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,19.96ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,20.25ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,20.55ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,20.92ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,21.98ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,22.27ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,22.55ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,22.84ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0D C5,56C2,
,26.99ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,28.53ms,Serial1,30C,Data,8,80 00 00 00 00 00 00 55,5751,
,30.75ms,Serial1,18FFE5F4,Data,8,16 00 00 00 00 00 00 00,49D5,
,31.06ms,Serial1,18FF28F4,Data,8,00 01 05 D3 0C 80 60 00,7410,
,31.35ms,Serial1,18FE28F4,Data,8,00 07 90 0C FB 0C BE 00,6302,
,31.64ms,Serial1,10FFD4F4,Data,8,00 60 05 D3 00 00 00 00,55AC,
,31.98ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,37.00ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,39.94ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,40.24ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,40.52ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,40.81ms,Serial1,18FFD0F4,Data,8,FF 00 00 00 00 00 00 00,4A78,
,41.11ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,41.40ms,Serial1,1CFF50F4,Data,8,01 31 46 2D 4A 45 00 00,6886,
,41.68ms,Serial1,18FFEFF4,Data,8,00 07 E8 96 00 00 00 00,68CD,
,41.98ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,42.27ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,42.55ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,42.84ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0E C6,5403,
,46.99ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
