Marked,Time,Serial Bus,ID,Type,DLC,Data,CRC,Errors
,-46.24ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,-45.12ms,Serial1,1801D08F,Data,8,00 8B 00 5B 43 00 00 56,3517,
,-44.84ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-44.56ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-44.27ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0B C3,5340,
,-43.99ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-43.70ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-43.28ms,Serial1,18FF28EF,Data,8,30 00 00 00 00 00 00 00,4B36,
,-42.28ms,Serial1,18FF1EEF,Data,8,08 00 00 00 00 00 00 00,4AA6,
,-41.28ms,Serial1,18FFD0EF,Data,8,00 00 00 00 00 00 00 00,1309,
,-40.28ms,Serial1,18FF95EF,Data,8,00 00 00 00 00 00 00 00,64F8,
,-39.99ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-39.28ms,Serial1,10FF38EF,Data,8,00 02 00 00 00 00 00 00,5531,
,-35.02ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-31.80ms,Serial1,18FF28F4,Data,8,00 01 05 D3 0C 80 60 00,7410,
,-31.51ms,Serial1,18FE28F4,Data,8,00 07 92 0C FB 0C C1 00,37C9,
,-30.00ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-28.87ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,-28.59ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-26.33ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,-25.01ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-24.73ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-24.44ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-24.16ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0C C4,577D,
,-23.87ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-21.81ms,Serial1,1CFF50F4,Data,8,01 30 BB 2D 4A 45 00 00,4613,
,-21.52ms,Serial1,18FFEFF4,Data,8,00 07 E8 96 00 00 00 00,68CD,
,-20.00ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-15.02ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-14.48ms,Serial1,30C,Data,8,80 00 00 00 00 00 03 81,7A2C,
,-11.81ms,Serial1,18FF38F4,Data,8,00 60 4A 45 07 92 00 00,6CFE,
,-10.00ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,-8.221ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,-7.914ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,-6.266ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,-5.014ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,-4.726ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,-4.445ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,-4.157ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0D C5,56C2,
,-3.872ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,-3.200us,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,1.888ms,Serial1,10FFD438,Data,8,02 02 02 02 02 02 02 00,67FE,
,4.982ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,10.00ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,11.73ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,12.02ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,13.76ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,14.99ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,15.28ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,15.56ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,15.85ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0E C6,5403,
,16.13ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,18.70ms,Serial1,18FF28D0,Data,8,06 00 00 00 00 00 00 00,1DB2,
,20.00ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,21.30ms,Serial1,1CFF50D4,Data,8,00 55 45 14 0B 1C 00 00,408E,
,23.28ms,Serial1,10FF38D4,Data,8,02 02 02 02 02 02 02 43,39AD,
,24.99ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,25.27ms,Serial1,18FFF5D4,Data,8,00 FF 00 00 FF FF FF 00,025A,
,30.00ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,31.73ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,32.02ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,33.74ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,34.46ms,Serial1,1CFFD4F5,Data,8,00 5A 00 00 00 00 00 00,09DD,
,34.99ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,35.27ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,35.56ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,35.84ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 0F C7,55BC,
,36.13ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,39.99ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,44.99ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,50.00ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,51.79ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,52.09ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,53.76ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,54.89ms,Serial1,1801D08F,Data,8,00 8B 00 5B 43 00 00 56,3517,
,55.17ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,55.45ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,55.74ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 00 B8,5905,
,56.03ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,56.31ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,60.00ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,64.99ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,68.23ms,Serial1,18FFE5F4,Data,8,16 00 00 00 00 00 00 00,49D5,
,68.53ms,Serial1,18FF28F4,Data,8,00 01 05 D2 0C 86 60 00,7D2B,
,68.82ms,Serial1,10FFD4F4,Data,8,00 60 05 D2 00 00 00 00,3244,
,70.00ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,71.79ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,72.09ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,74.92ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,75.21ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,75.50ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,75.78ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,76.07ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 01 B9,58BA,
,76.36ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,78.22ms,Serial1,18FFEFF4,Data,8,00 07 E8 96 00 00 00 00,68CD,
,80.00ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,84.99ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,85.54ms,Serial1,30C,Data,8,80 00 00 00 00 00 04 78,3B1D,
,90.01ms,Serial1,18FE50A7,Data,8,40 02 41 02 40 02 00 00,3201,
,91.12ms,Serial1,18FF2895,Data,8,00 56 00 00 00 00 2B 34,4147,
,91.41ms,Serial1,18FE2895,Data,8,01 00 00 00 00 00 00 00,0AAD,
,94.88ms,Serial1,18FF9528,Data,8,00 02 B3 B4 00 00 03 00,70D8,
,95.17ms,Serial1,000001F2,Data,8,0E 50 0D B8 0D 48 0C C1,4167,
,95.45ms,Serial1,18FD50A7,Data,8,80 00 80 00 80 00 80 00,3A6D,
,95.74ms,Serial1,18FF28A7,Data,8,80 00 00 00 30 08 02 BA,5A7B,
,96.02ms,Serial1,18FFA7EF,Data,8,00 00 07 D0 07 D0 00 00,2B9E,
,96.31ms,Serial1,18FFEFA7,Data,8,00 07 D0 07 D0 00 00 00,6523,
,100.0ms,Serial1,,,,,,
