CAN_ID,Priority,TX_Ingress_NS,RX_Egress_NS,E2E_Latency_US
0xc7f94,2,1785199206750202327,1785199206750544555,342
0x18ff2895,2,1785199206751306765,1785199206751587088,280
0x18fe2895,2,1785199206751681281,1785199206751962679,281
0x18fe50a7,2,1785199206754505560,1785199206754796799,291
0x18ff28f4,2,1785199206757527727,1785199206757812788,285
0x18fe28f4,2,1785199206757889855,1785199206758187806,297
0x18ffefa7,2,1785199206759708010,1785199206760062540,354
0x18ffa7ef,2,1785199206762166681,1785199206762452346,285
0x18fe50a7,2,1785199206764880498,1785199206765172466,291
0x1cff50f4,2,1785199206767898387,1785199206768188789,290
0x18ffeff4,2,1785199206768259811,1785199206768543528,283
0x18ff9528,2,1785199206769214324,1785199206769543617,329
0x18ffefa7,2,1785199206770168188,1785199206770464614,296
0x1f2,1,1785199206770801444,1785199206771072056,270
0x18fd50a7,2,1785199206771163256,1785199206771448444,285
0xc7f94,2,1785199206771315904,1785199206771676165,360
0x18ff2895,2,1785199206772366286,1785199206772684569,318
0x18fe2895,2,1785199206772728377,1785199206773059586,331
0x18fe50a7,2,1785199206775618155,1785199206775922095,303
0x18ff38f4,2,1785199206778618378,1785199206778921899,303
0x18ffefa7,2,1785199206780742199,1785199206781048836,306
0x18ffa7ef,2,1785199206783196925,1785199206783545864,348
0x18fe50a7,2,1785199206785910501,1785199206786203410,292
0x18ff9528,2,1785199206790105383,1785199206790439414,334
0x10ffd438,2,1785199206790459233,1785199206790815172,355
0x18ffefa7,2,1785199206791133173,1785199206791424596,291
0x1f2,1,1785199206791766855,1785199206792054445,287
0x18fd50a7,2,1785199206792120593,1785199206792431685,311
0xc7f94,2,1785199206792274296,1785199206792436314,162
0xc7f94,2,1785199206793437882,1785199206793800106,362
0x18fe2895,2,1785199206793752232,1785199206794049420,297
0x18fe50a7,2,1785199206796576178,1785199206796926836,350
0x10ff38d4,2,1785199206801020854,1785199206801306616,285
0x18ffefa7,2,1785199206801724147,1785199206802054595,330
0x18fff5d4,2,1785199206803138675,1785199206803424461,285
0x18ffa7ef,2,1785199206804232872,1785199206804544994,312
0xc7f28,2,1785199206807027096,1785199206807301614,274
0x18ff9528,2,1785199206811071164,1785199206811424766,353
0x18ffefa7,2,1785199206812094973,1785199206812430596,335
0x1f2,1,1785199206812728636,1785199206813065556,336
0x18fd50a7,2,1785199206813083060,1785199206813442185,359
0xc7f94,2,1785199206813236744,1785199206813446574,209
0x18ff2895,2,1785199206814320867,1785199206814678051,357
0x18fe2895,2,1785199206814714383,1785199206815055068,340
0x1801d08f,2,1785199206816807908,1785199206817173986,366
0x18fe50a7,2,1785199206817611107,1785199206817936539,325
0x18ffefa7,2,1785199206822686076,1785199206823049743,363
0x18ffa7ef,2,1785199206825120172,1785199206825428439,308
0x18fe50a7,2,1785199206827834415,1785199206828177281,342
0x1cffd4f5,2,1785199206828197876,1785199206828546631,348
0x18ff9528,2,1785199206832101982,1785199206832431470,329
0x18ffefa7,2,1785199206833055217,1785199206833325059,269
0x1f2,1,1785199206833688954,1785199206834049982,361
0xc7ea8,2,1785199206834043193,1785199206834337148,293
0x18ff28a7,2,1785199206834136970,1785199206834341592,204
0x18ff2895,2,1785199206835300500,1785199206835571310,270
0x18fe2895,2,1785199206835674665,1785199206835949939,275
0x18fe50a7,2,1785199206838498870,1785199206838802225,303
0x18ffefa7,2,1785199206843578247,1785199206843939336,361
0x30c,1,1785199206845523179,1785199206845809182,286
0x18ff28d0,2,1785199206845606401,1785199206845813774,207
0x18ffa7ef,2,1785199206846161083,1785199206846443142,282
0xc7f28,2,1785199206848954825,1785199206849301614,346
0x18ff9528,2,1785199206853029042,1785199206853301248,272
0x18ffefa7,2,1785199206853989980,1785199206854310300,320
0x1f2,1,1785199206854623143,1785199206854927909,304
0x18fd50a7,2,1785199206854976400,1785199206855322926,346
0xc7f94,2,1785199206855129344,1785199206855327500,198
0x18ff2895,2,1785199206856242578,1785199206856548107,305
0x18fe2895,2,1785199206856606187,1785199206856935216,329
0x18fe50a7,2,1785199206859429447,1785199206859701558,272
0x18ffe5f4,2,1785199206862433726,1785199206862802936,369
0x18ff28f4,2,1785199206862817131,1785199206863189157,372
0x10ffd4f4,2,1785199206863190962,1785199206863550878,359
0x18ffefa7,2,1785199206864723953,1785199206865064151,340
0x18ffa7ef,2,1785199206867157568,1785199206867427550,269
0x18fe50a7,2,1785199206869870977,1785199206870177188,306
0x18ffeff4,2,1785199206872964792,1785199206873307862,343
0x18ff9528,2,1785199206874038434,1785199206874314803,276
0x18ffefa7,2,1785199206875411537,1785199206875699539,288
0x1f2,1,1785199206875433870,1785199206875704169,270
0x18fd50a7,2,1785199206875801886,1785199206876072927,271
0x18ff28a7,2,1785199206876075292,1785199206876429222,353
0x18ff2895,2,1785199206877348025,1785199206877687958,339
0x18fe2895,2,1785199206877621431,1785199206877927383,305
0x18fe50a7,2,1785199206880496487,1785199206880805021,308
0x18ffefa7,2,1785199206885571864,1785199206885927521,355
0x18ffa7ef,2,1785199206887945813,1785199206888304069,358
0x18fe50a7,2,1785199206890721167,1785199206891059559,338
0x18ff9528,2,1785199206894995326,1785199206895304192,308
0x18ffefa7,2,1785199206895869413,1785199206896189059,319
0x1f2,1,1785199206896243356,1785199206896550391,307
0xc7ea8,2,1785199206896617724,1785199206896938964,321
0x18ff28a7,2,1785199206896891389,1785199206897178963,287
0x18ff2895,2,1785199206898165955,1785199206898439274,273
0x18fe2895,2,1785199206898439694,1785199206898803698,364
0x18fe50a7,2,1785199206901313677,1785199206901679336,365
0x18ffefa7,2,1785199206906688663,1785199206907056317,367
0x10fff4d4,2,1785199206906711459,1785199206907061095,349
0x18fff5d4,2,1785199206908979075,1785199206909304254,325
0x18ffa7ef,2,1785199206909153241,1785199206909449179,295
0x18fe50a7,2,1785199206911627578,1785199206911931096,303
0x18ff9528,2,1785199206915902071,1785199206916192174,290
0x18ffefa7,2,1785199206916776436,1785199206917056819,280
0x1f2,1,1785199206917349932,1785199206917689743,339
0xc7ea8,2,1785199206917724078,1785199206918067352,343
0x18ff28a7,2,1785199206917746374,1785199206918072889,326
0x18ff2895,2,1785199206918914627,1785199206919189719,275
0x18fe2895,2,1785199206919288884,1785199206919561106,272
0x1801d08f,2,1785199206921362371,1785199206921696692,334
0x18fe50a7,2,1785199206922236570,1785199206922551892,315
0x18ffefa7,2,1785199206927310706,1785199206927680707,370
0x18ffa7ef,2,1785199206929784728,1785199206930056088,271
0x18ff28ef,2,1785199206930759759,1785199206931064640,304
0xc7f8f,2,1785199206931933863,1785199206932217784,283
0x18fe50a7,2,1785199206932607989,1785199206932936781,328
0x1cffd4f5,2,1785199206933281670,1785199206933568853,287
0x18ff9528,2,1785199206936855593,1785199206937182155,326
0xc7ff7,2,1785199206938129678,1785199206938430892,301
0x1f2,1,1785199206938504027,1785199206938806113,302
0x18fd50a7,2,1785199206938777989,1785199206939056390,278
0x18ff28a7,2,1785199206938951117,1785199206939308500,357
0x18ff2895,2,1785199206940025055,1785199206940316478,291
0x18fe2895,2,1785199206940398738,1785199206940693587,294
0x18fe50a7,2,1785199206943272258,1785199206943554059,281
0x18ffefa7,2,1785199206948346505,1785199206948681467,334
0x30c,1,1785199206950020347,1785199206950306461,286
0x18ffa7ef,2,1785199206950793990,1785199206951068958,274
0x18fe50a7,2,1785199206953567770,1785199206953931985,364
0x18ff9528,2,1785199206957842411,1785199206958186526,344
0x18ffefa7,2,1785199206959016682,1785199206959313837,297
0x1f2,1,1785199206959039922,1785199206959318392,278
0x18fd50a7,2,1785199206959407290,1785199206959686372,279
0x18ff28a7,2,1785199206959680178,1785199206959975353,295
0x18ff2895,2,1785199206960853596,1785199206961187052,333
0x18fe2895,2,1785199206961226779,1785199206961555829,329
0x18fe50a7,2,1785199206964101318,1785199206964443800,342
0x18ffefa7,2,1785199206969175028,1785199206969457190,282
0x18ffa7ef,2,1785199206971549403,1785199206971820348,270
0x18ff28f4,2,1785199206973222985,1785199206973554971,331
0x18fe50a7,2,1785199206974397256,1785199206974682690,285
0x18ff9528,2,1785199206978771192,1785199206979058748,287
0x18ffefa7,2,1785199206979845019,1785199206980184800,339
0x0,0,1785199206979867149,1785199206980189726,322
0x18fd50a7,2,1785199206980235850,1785199206980555391,319
0x18ff28a7,2,1785199206980509793,1785199206980813113,303
0x18ff2895,2,1785199206981683138,1785199206981965701,282
0xc7f14,2,1785199206982156765,1785199206982433533,276
0x18ffeff4,2,1785199206983930587,1785199206984214434,283
0x18fe50a7,2,1785199206985004396,1785199206985309837,305
0x18ffefa7,2,1785199206990080087,1785199206990439653,359
0x18ffa7ef,2,1785199206992453832,1785199206992810126,356
0x18fe50a7,2,1785199206995232871,1785199206995557283,324
0x18ff9528,2,1785199206999812695,1785199207000100193,287
0x10ffd438,2,1785199206999834955,1785199207000104933,269
0x18ffefa7,2,1785199207000705968,1785199207001061893,355
0x0,0,1785199207000728394,1785199207001066578,338
0x18fd50a7,2,1785199207001096373,1785199207001437799,341
0x18ff28a7,2,1785199207001370260,1785199207001684335,314
0x18ff2895,2,1785199207002543679,1785199207002836053,292
0x18fe2895,2,1785199207002917140,1785199207003211367,294
0x18fe50a7,2,1785199207005789993,1785199207006063542,273
0x1cff50d4,2,1785199207010164892,1785199207010444952,280
0x18ffefa7,2,1785199207010938740,1785199207011221913,283
0x10ff38d4,2,1785199207012211528,1785199207012556908,345
0x18ffa7ef,2,1785199207013384188,1785199207013685071,300
0x18fff5d4,2,1785199207014357275,1785199207014684993,327
0x18fe50a7,2,1785199207016230411,1785199207016557560,327
0x18ff9528,2,1785199207020504589,1785199207020823045,318
0x18ffefa7,2,1785199207021677453,1785199207021974023,296
0x0,0,1785199207021699749,1785199207021978615,278
0x18fd50a7,2,1785199207022068302,1785199207022435317,367
0x18ff28a7,2,1785199207022341541,1785199207022693835,352
0x18ff2895,2,1785199207023514738,1785199207023820183,305
0xc7f14,2,1785199207023988124,1785199207024310496,322
0x1801d08f,2,1785199207025966816,1785199207026322582,355
0xc7f28,2,1785199207026938088,1785199207027218801,280
0x18ffefa7,2,1785199207031915410,1785199207032206505,291
0x18ffa7ef,2,1785199207034391117,1785199207034686348,295
0x18ffd0ef,2,1785199207035365296,1785199207035696104,330
0x18ff95ef,2,1785199207036440290,1785199207036729174,288
0xc7f28,2,1785199207037314748,1785199207037593745,278
0x10ff38ef,2,1785199207037588968,1785199207037940670,351
0x1cffd4f5,2,1785199207038563240,1785199207038834204,270
0x18ff9528,2,1785199207041638314,1785199207041946397,308
0x18ffefa7,2,1785199207042812770,1785199207043102541,289
0x1f2,1,1785199207042835566,1785199207043107893,272
0x18fd50a7,2,1785199207043203768,1785199207043559465,355
0x18ff28a7,2,1785199207043477951,1785199207043822038,344
0x18ff2895,2,1785199207044951905,1785199207045322089,370
0xc7f14,2,1785199207044974183,1785199207045326811,352
0xc7f28,2,1785199207047942258,1785199207048229967,287
0x18ffefa7,2,1785199207052916598,1785199207053188690,272
0x30c,1,1785199207054590903,1785199207054945388,354
0x18ff28d0,2,1785199207055268028,1785199207055559571,291
0x18ffa7ef,2,1785199207055638656,1785199207055937310,298
0x18fe50a7,2,1785199207058213437,1785199207058561468,348
0x18ff9528,2,1785199207062687076,1785199207062957693,270
0x18ffefa7,2,1785199207063660811,1785199207063938597,277
0x1f2,1,1785199207064034716,1785199207064312855,278
0x18fd50a7,2,1785199207064408696,1785199207064690205,281
0x18ff28a7,2,1785199207064430844,1785199207064694705,263
0x18ff2895,2,1785199207065499171,1785199207065812461,313
0x18fe2895,2,1785199207065872853,1785199207066188941,316
0x18fe50a7,2,1785199207068747244,1785199207069070542,323
0x18ffefa7,2,1785199207073841194,1785199207074198801,357
0x18ffa7ef,2,1785199207076225217,1785199207076561145,335
0x18ffe5f4,2,1785199207077901800,1785199207078188306,286
0x18ff28f4,2,1785199207078277890,1785199207078561638,283
0xc7f28,2,1785199207079251625,1785199207079560857,309
0x18ffefa7,2,1785199207084530834,1785199207084816079,285
0x1f2,1,1785199207084554334,1785199207084821171,266
0x18fd50a7,2,1785199207084926517,1785199207085209614,283
0x18ff28a7,2,1785199207085202219,1785199207085562002,359
0x18ff9528,2,1785199207085582087,1785199207085938890,356
0x18ff2895,2,1785199207086458989,1785199207086824442,365
0x18fe2895,2,1785199207086834746,1785199207087199607,364
0x18ffeff4,2,1785199207088708549,1785199207089072860,364
0x18fe50a7,2,1785199207089782895,1785199207090064431,281
0x18ffefa7,2,1785199207094857253,1785199207095191764,334
0x18ffa7ef,2,1785199207097231369,1785199207097561460,330
0x18fe50a7,2,1785199207100005241,1785199207100315598,310
0x18ffefa7,2,1785199207105379727,1785199207105692098,312
0x1f2,1,1785199207105402579,1785199207105696875,294
0x18fd50a7,2,1785199207105771095,1785199207106065004,293
0x18ff28a7,2,1785199207106045427,1785199207106337132,291
0x18ff9528,2,1785199207106419461,1785199207106710483,291
0x18ff2895,2,1785199207107393289,1785199207107691257,297
0x18fe2895,2,1785199207107667009,1785199207107950738,283
0x18fe50a7,2,1785199207110541251,1785199207110831672,290
0x18ffefa7,2,1785199207115915497,1785199207116193375,277
0x18fff5d4,2,1785199207115938145,1785199207116198912,260
0xc7fd3,2,1785199207118107039,1785199207118440886,333
0x18fe50a7,2,1785199207120780708,1785199207121066488,285
0x18ffefa7,2,1785199207126155417,1785199207126453228,297
0x1f2,1,1785199207126178065,1785199207126458061,279
0x18fd50a7,2,1785199207126545914,1785199207126826356,280
0x18ff28a7,2,1785199207126819931,1785199207127193763,373
0x18ff9528,2,1785199207127193985,1785199207127565298,371
0x18ff2895,2,1785199207128367607,1785199207128701165,333
0x18fe2895,2,1785199207128389644,1785199207128705924,316
0x1801d08f,2,1785199207130458687,1785199207130816268,357
0xc7f28,2,1785199207131432292,1785199207131727728,295
0xc7ff7,2,1785199207136407040,1785199207136693433,286
0xc7fd3,2,1785199207138981951,1785199207139317183,335
0x18ff28ef,2,1785199207139855853,1785199207140202494,346
0x18ff1eef,2,1785199207140929994,1785199207141210954,280
0x18fe50a7,2,1785199207141703508,1785199207142077006,373
0xe7fea,2,1785199207143577904,1785199207143949518,371
0x18ffefa7,2,1785199207147153587,1785199207147442673,289
0x1f2,1,1785199207147527566,1785199207147816949,289
0x18fd50a7,2,1785199207147800638,1785199207148069504,268
0x18ff28a7,2,1785199207147974471,1785199207148329558,355
0x18ff9528,2,1785199207148248191,1785199207148565409,317
0x18ff2895,2,1785199207149121297,1785199207149455128,333
0x18fe2895,2,1785199207149495073,1785199207149829738,334
0x18fe50a7,2,1785199207152369185,1785199207152693043,323
0x18ffefa7,2,1785199207157443525,1785199207157725229,281
0x30c,1,1785199207159119311,1785199207159456612,337
0x18ffa7ef,2,1785199207159893380,1785199207160194794,301
0x18fe50a7,2,1785199207162668234,1785199207162943044,274
0x18ffefa7,2,1785199207168043146,1785199207168333358,290
0x1f2,1,1785199207168416977,1785199207168705838,288
0x18fd50a7,2,1785199207168690383,1785199207168966300,275
0x18ff28a7,2,1785199207168864660,1785199207169198707,334
0x18ff9528,2,1785199207169138028,1785199207169443817,305
0x18ff2895,2,1785199207170111986,1785199207170444091,332
0x18fe2895,2,1785199207170385502,1785199207170697572,312
0x18fe50a7,2,1785199207173259281,1785199207173565932,306
0xc7ff7,2,1785199207178333381,1785199207178694062,360
0x18ffa7ef,2,1785199207180706959,1785199207181073406,366
0x18ff28f4,2,1785199207182682595,1785199207182975084,292
0x10ffd4f4,2,1785199207182707150,1785199207182979751,272
0x18fe50a7,2,1785199207183572071,1785199207183866488,294
0xc7ff7,2,1785199207188957817,1785199207189320488,362
0x1f2,1,1785199207189331592,1785199207189694857,363
0x18fd50a7,2,1785199207189605424,1785199207189954671,349
0x18ff28a7,2,1785199207189779052,1785199207189960837,181
0x18ff2895,2,1785199207190353308,1785199207190700964,347
0x18fe2895,2,1785199207190727102,1785199207191076148,349
0x18ffeff4,2,1785199207193101347,1785199207193444732,343
0x18fe50a7,2,1785199207194176507,1785199207194451118,274
0xc7ff7,2,1785199207199251255,1785199207199568544,317
0x18ffa7ef,2,1785199207201625296,1785199207201944962,319
0x18fe50a7,2,1785199207204403001,1785199207204696785,293
0x10ffd438,2,1785199207209003270,1785199207209331250,327
0xc7ff7,2,1785199207209886728,1785199207210196451,309
0x1f2,1,1785199207210263503,1785199207210569191,305
0x18fd50a7,2,1785199207210537705,1785199207210822079,284
0x18ff28a7,2,1785199207210711278,1785199207211077337,366
0x18ff9528,2,1785199207210983888,1785199207211322355,338
0xc7f94,2,1785199207212157547,1785199207212445721,288
0x18fe2895,2,1785199207212330824,1785199207212695646,364
0x18fe50a7,2,1785199207215105067,1785199207215459858,354
0x18ffefa7,2,1785199207220479257,1785199207220824488,345
0x10fff4d4,2,1785199207220501905,1785199207220829469,327
0x10ff38d4,2,1785199207222771798,1785199207223071332,299
0xc7fd3,2,1785199207222944908,1785199207223240664,295
0x18fff5d4,2,1785199207224617991,1785199207224946788,328
0x18fe50a7,2,1785199207225490782,1785199207225835507,344
0xc7ff7,2,1785199207230867379,1785199207231198247,330
0x1f2,1,1785199207231242284,1785199207231570061,327
0x18fd50a7,2,1785199207231516246,1785199207231828375,312
0x18ff28a7,2,1785199207231689985,1785199207231971634,281
0x18ff9528,2,1785199207232263871,1785199207232572428,308
0x18ff2895,2,1785199207232285871,1785199207232579761,293
0x18fe2895,2,1785199207232656850,1785199207232953815,296
0x1801d08f,2,1785199207235228038,1785199207235569399,341
0xc7f28,2,1785199207236201403,1785199207236568951,367
0x18ffefa7,2,1785199207241177299,1785199207241457044,279
0x18ffa7ef,2,1785199207243652636,1785199207243948128,295
0x18ff38ef,2,1785199207244626556,1785199207244948069,321
0x18fe38ef,2,1785199207245701605,1785199207245982658,281
0x18fe50a7,2,1785199207246475656,1785199207246822729,347
0x1cfe50ef,2,1785199207246850228,1785199207247197932,347
0x18fff4ef,2,1785199207247923869,1785199207248203373,279
0x1cffd4f5,2,1785199207248998085,1785199207249327924,329
0x18ffefa7,2,1785199207251772605,1785199207252074192,301
0x1f2,1,1785199207252446527,1785199207252729097,282
0x18fd50a7,2,1785199207252720433,1785199207253077300,356
0x18ff28a7,2,1785199207252894321,1785199207253081855,187
0x18ff9528,2,1785199207253167949,1785199207253450169,282
0x18ff2895,2,1785199207254142239,1785199207254450888,308
0x18fe2895,2,1785199207254516478,1785199207254823460,306
0x18fe50a7,2,1785199207257290480,1785199207257570562,280
0x18ffefa7,2,1785199207262364986,1785199207262704266,339
0x30c,1,1785199207264039254,1785199207264323501,284
0x18ffa7ef,2,1785199207265113544,1785199207265452126,338
0x18ff28d0,2,1785199207265135673,1785199207265457960,322
0x18fe50a7,2,1785199207267605325,1785199207267949784,344
0x18ffefa7,2,1785199207272679572,1785199207272965730,286
0x1f2,1,1785199207273353790,1785199207273699357,345
0x18fd50a7,2,1785199207273627918,1785199207273949134,321
0x18ff28a7,2,1785199207274001731,1785199207274326651,324
0x18ff9528,2,1785199207274024342,1785199207274332632,308
0x18ff2895,2,1785199207274992354,1785199207275330036,337
0x18fe2895,2,1785199207275366315,1785199207275703350,337
0x18fe50a7,2,1785199207278139965,1785199207278444747,304
0x18ffefa7,2,1785199207283214342,1785199207283584637,370
0x18ffa7ef,2,1785199207285588050,1785199207285950499,362
0x18ffe5f4,2,1785199207287262503,1785199207287572974,310
0x18ff28f4,2,1785199207287636834,1785199207287952492,315
0x18fe28f4,2,1785199207288010202,1785199207288326861,316
0x10ffd4f4,2,1785199207288383459,1785199207288702063,318
0x18fe50a7,2,1785199207288561421,1785199207288847674,286
0x18ffd0f4,2,1785199207291561125,1785199207291846052,284
0x1cff50f4,2,1785199207291945123,1785199207292218847,273
0x18ffeff4,2,1785199207292321547,1785199207292588309,266
0x18ff9528,2,1785199207293201726,1785199207293572379,370
0x18ffefa7,2,1785199207294279201,1785199207294575098,295
0x1f2,1,1785199207294654681,1785199207294958282,303
0x18fd50a7,2,1785199207294929438,1785199207295217151,287
0x18ff28a7,2,1785199207295103326,1785199207295450891,347
0x18ff2895,2,1785199207295576601,1785199207295850038,273
0x18fe2895,2,1785199207295950025,1785199207296225092,275
0x18fe50a7,2,1785199207299423911,1785199207299716191,292
0x18ff38f4,2,1785199207302398264,1785199207302700273,302
0x18ffefa7,2,1785199207304572010,1785199207304844710,272
0xc7fd3,2,1785199207307045976,1785199207307327331,281
0x18fe50a7,2,1785199207309719053,1785199207310077099,358
0x18ff9528,2,1785199207313392975,1785199207313701549,308
0x18ffefa7,2,1785199207314866874,1785199207315203099,336
0x1f2,1,1785199207315539888,1785199207315828190,288
0x18fd50a7,2,1785199207315813090,1785199207316082596,269
0x18ff28a7,2,1785199207315986682,1785199207316326466,339
0x18ff2895,2,1785199207316459383,1785199207316826946,367
0x18fe2895,2,1785199207316832399,1785199207317202018,369
0x18fe50a7,2,1785199207320305656,1785199207320576080,270
0x18ffefa7,2,1785199207325379199,1785199207325716766,337
0x10fff4d4,2,1785199207325952196,1785199207326327597,375
0xc7fd3,2,1785199207328126609,1785199207328453219,326
0x18fff5d4,2,1785199207328299460,1785199207328588015,288
0x18fe50a7,2,1785199207330675168,1785199207330956600,281
0x18ff9528,2,1785199207334350108,1785199207334704309,354
0x18ffefa7,2,1785199207335823303,1785199207336114526,291
0x1f2,1,1785199207336496596,1785199207336835894,339
0x18fd50a7,2,1785199207336770186,1785199207337077578,307
0x18ff28a7,2,1785199207336943704,1785199207337240281,296
0x18ff2895,2,1785199207338050308,1785199207338335129,284
0xc7f14,2,1785199207338536972,1785199207338827720,290
0xc00e8,2,1785199207340613737,1785199207340958712,344
0x18fe50a7,2,1785199207341388548,1785199207341707858,319
0x18ffefa7,2,1785199207346462943,1785199207346836710,373
0x1cffd4f5,2,1785199207348936650,1785199207349229054,292
0x18ffa7ef,2,1785199207349309574,1785199207349579367,269
0x1cfed4f5,2,1785199207349328185,1785199207349584682,256
0xc7f94,2,1785199207350099773,1785199207350453346,353
0x18ff1eef,2,1785199207351171452,1785199207351453787,282
0xc7f28,2,1785199207351843448,1785199207352203506,360
0x18ff9528,2,1785199207355518370,1785199207355832105,313
0x18ffefa7,2,1785199207356992157,1785199207357329044,336
0x1f2,1,1785199207357564987,1785199207357847412,282
0xc7ea8,2,1785199207357938170,1785199207358223763,285
0x18ff28a7,2,1785199207357965411,1785199207358228337,262
0x18ff2895,2,1785199207359127552,1785199207359462851,335
0x18fe2895,2,1785199207359499735,1785199207359838702,338
0x18fe50a7,2,1785199207362373514,1785199207362703914,330
0x18ffefa7,2,1785199207367447354,1785199207367734785,287
0x30c,1,1785199207369119733,1785199207369462297,342
0x18ffa7ef,2,1785199207369993264,1785199207370329628,336
0xc7f28,2,1785199207372666582,1785199207372955933,289
0x18ff9528,2,1785199207376440151,1785199207376725290,285
0x18ffefa7,2,1785199207377992438,1785199207378341766,349
0x0,0,1785199207378166882,1785199207378346414,179
0x18fd50a7,2,1785199207378439677,1785199207378715117,275
0x18ff28a7,2,1785199207378813008,1785199207379090449,277
0x18ff2895,2,1785199207380285462,1785199207380578999,293
0x18fe2895,2,1785199207380307350,1785199207380583795,276
0x18fe50a7,2,1785199207383174981,1785199207383473396,298
0x18ff28f4,2,1785199207386148704,1785199207386454904,306
0x18ffefa7,2,1785199207388321839,1785199207388595563,273
0x18ffa7ef,2,1785199207390795047,1785199207391080443,285
0xc7f28,2,1785199207393467160,1785199207393832100,364
0x18ffeff4,2,1785199207396440531,1785199207396726535,286
0x18ff9528,2,1785199207397214064,1785199207397577495,363
0x18ffefa7,2,1785199207398687129,1785199207398974212,287
0x1f2,1,1785199207398959405,1785199207399332489,373
0xc7ea8,2,1785199207399430328,1785199207399724561,294
0x18ff28a7,2,1785199207399702734,1785199207399986708,283
0x18ff2895,2,1785199207400273953,1785199207400578021,304
0x18fe2895,2,1785199207400644895,1785199207400955890,310
0x18fe50a7,2,1785199207404118837,1785199207404456582,337
0x18ffefa7,2,1785199207409192066,1785199207409467083,275
0x18ffa7ef,2,1785199207411664384,1785199207411956611,292
0x18fe50a7,2,1785199207414337553,1785199207414710564,373
0x18ff9528,2,1785199207418010716,1785199207418332533,321
0x10ffd438,2,1785199207418383140,1785199207418707161,324
0x18ffefa7,2,1785199207419554651,1785199207419842194,287
0x1f2,1,1785199207420126352,1785199207420459192,332
0xc7ea8,2,1785199207420297388,1785199207420463859,166
0x18ff28a7,2,1785199207420568219,1785199207420855209,286
0xc7f94,2,1785199207421140234,1785199207421457188,316
0xc7f14,2,1785199207421510806,1785199207421832483,321
0x18fe50a7,2,1785199207424984100,1785199207425333767,349
0x10ff38d4,2,1785199207429857608,1785199207430207435,349
0x18ffefa7,2,1785199207430130180,1785199207430458749,328
0x18fff5d4,2,1785199207431802133,1785199207432096355,294
0x18ffa7ef,2,1785199207432673980,1785199207432957944,283
0x18fe50a7,2,1785199207435347019,1785199207435708120,361
0x18ff9528,2,1785199207439120015,1785199207439459088,339
0x18ffefa7,2,1785199207440691987,1785199207440970527,278
0x0,0,1785199207440864356,1785199207441210063,345
0x18fd50a7,2,1785199207441135688,1785199207441462433,326
0x18ff28a7,2,1785199207441507019,1785199207441837654,330
0x18ff2895,2,1785199207442980677,1785199207443338667,357
0x18fe2895,2,1785199207443004121,1785199207443343426,339
0x1801d08f,2,1785199207445070202,1785199207445353993,283
0x18fe50a7,2,1785199207445942863,1785199207446220416,277
0x18ffefa7,2,1785199207451015203,1785199207451334231,319
0x18ffa7ef,2,1785199207453487910,1785199207453833556,345
0x1cffd4f5,2,1785199207453860426,1785199207454208555,348
0x18ffd0ef,2,1785199207454633181,1785199207454958589,325
0x18ff95ef,2,1785199207455704841,1785199207455991252,286
0x18fe50a7,2,1785199207456376726,1785199207456712157,335
0x10ff38ef,2,1785199207456847779,1785199207457209007,361
0x18ff9528,2,1785199207460221258,1785199207460580588,359
0x18ffefa7,2,1785199207461793693,1785199207462083934,290
0x1f2,1,1785199207461970526,1785199207462334285,363
0x18fd50a7,2,1785199207462244450,1785199207462582081,337
0x18ff28a7,2,1785199207462616207,1785199207462965505,349
0x18ff2895,2,1785199207463788219,1785199207464089724,301
0xc7f14,2,1785199207464259808,1785199207464581463,321
0x18fe50a7,2,1785199207467033903,1785199207467335138,301
0x18ffefa7,2,1785199207472107113,1785199207472459953,352
0x18ff28d0,2,1785199207473178866,1785199207473461357,282
0x30c,1,1785199207474052083,1785199207474349262,297
0x18ffa7ef,2,1785199207474725190,1785199207475085500,360
0x18fe50a7,2,1785199207477398044,1785199207477710546,312
0x18ff9528,2,1785199207481170910,1785199207481468737,297
0x18ffefa7,2,1785199207482744012,1785199207483087916,343
0x1f2,1,1785199207482916826,1785199207483093286,176
0x18fd50a7,2,1785199207483189176,1785199207483462415,273
0x18ff28a7,2,1785199207483561488,1785199207483835525,274
0x18ff2895,2,1785199207484733574,1785199207485085668,352
0x18fe2895,2,1785199207485106683,1785199207485460926,354
0x18fe50a7,2,1785199207487996406,1785199207488337064,340
0x18ffe5f4,2,1785199207490976870,1785199207491337276,360
0x18ff28f4,2,1785199207491351942,1785199207491711071,359
0x18ffefa7,2,1785199207493224838,1785199207493583120,358
0x18ffa7ef,2,1785199207495700212,1785199207495996315,296
0x18fe50a7,2,1785199207498373399,1785199207498711287,337
0x18ffeff4,2,1785199207501346344,1785199207501713350,367
0x18ff9528,2,1785199207502219858,1785199207502583570,363
0x18ffefa7,2,1785199207503791422,1785199207504086453,295
0x1f2,1,1785199207503963069,1785199207504238397,275
0x18fd50a7,2,1785199207504234642,1785199207504583507,348
0x18ff28a7,2,1785199207504606566,1785199207504962024,355
0xc7f94,2,1785199207506079742,1785199207506376075,296
0xc7f14,2,1785199207506104094,1785199207506380964,276
0x18fe50a7,2,1785199207508969132,1785199207509342120,372
0x18ffefa7,2,1785199207513996953,1785199207514337602,340
